"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"1095","영화상영업","03_13_03_P","3210000","CDFF5211042009000005","20090610","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 잠원동 25-24번지 토성빌딩 3층 21호","서울특별시 서초구 강남대로95길 38  (잠원동,토성빌딩 3층 21호)","","㈜씨네익스프레스","20100428154743","I","2018-08-31 23:59:59.0","","201513.599947924","445696.57948085","영화상영업","","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20090610","",
"1096","영화상영업","03_13_03_P","3210000","CDFF5211042009000006","20090623","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 양재동 315-6번지","서울특별시 서초구 강남대로16길 3  (양재동)","","㈜아산엠인터내셔널","20100428154743","I","2018-08-31 23:59:59.0","","203400.095409292","440973.983257815","영화상영업","","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20090623","",
"1097","영화상영업","03_13_03_P","3020000","CDFF5211042016000001","20130621","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 한남동 726-164번지 신동빌딩","서울특별시 용산구 한남대로 150, 신동빌딩 6층 (한남동)","04417","(주)리틀빅픽쳐스","20191220132921","U","2019-12-22 02:40:00.0","","200246.310074525","448846.723234296","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20130621","",
"1098","영화상영업","03_13_03_P","3020000","CDFF5211042017000003","20150604","","01","영업/정상","13","영업중","","","","","02-797-7589","","","서울특별시 용산구 한강로3가 16-58번지 용산전자오피스텔 1116호","서울특별시 용산구 청파로 48, 1116호 (한강로3가, 용산전자오피스텔)","04373","(주)미로스페이스","20200618091956","U","2020-06-20 02:40:00.0","","196118.749575977","447760.157527455","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150604","",
"1099","영화상영업","03_13_03_P","3210000","CDFF5211042007000001","20070130","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 양재동 202번지 서울교육문화회관 2층","서울특별시 서초구 바우뫼로12길 70  (양재동,서울교육문화회관 2층)","","한엔터테인먼트","20100428154743","I","2018-08-31 23:59:59.0","","202833.261653939","440511.561175378","영화상영업","","0","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","20070130","",
"1100","영화상영업","03_13_03_P","5570000","CDFF5211041999000001","19990820","","01","영업/정상","13","영업중","","","","","","","","충청북도 증평군 증평읍 연탄리 239번지","충청북도 증평군 증평읍 삼보로 28","368905","증평문화회관 영화관","20111030151216","I","2018-10-09 15:19:31.0","","250811.505343","365092.69785","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19990820","",
"1101","영화상영업","03_13_03_P","3570000","CDFF5211042010000001","20100729","","01","영업/정상","13","영업중","","","","","934-8786","","417823","인천광역시 강화군 선원면 창리 658번지 세광1차아파트 109동 1234호","인천광역시 강화군 선원면 중앙로 274","417823","4D 무비카","20131231154256","I","2018-10-09 15:19:31.0","","153901.790106045","469297.935755338","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20100729","",
"1102","영화상영업","03_13_03_P","3030000","CDFF5211042018000001","20181226","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 309-144번지 신원지기공업사","서울특별시 성동구 성수이로7길 24, 신원지기공업사 2층 (성수동2가)","04781","주식회사 포스트핀스페이스","20200513093430","U","2020-05-15 02:40:00.0","","204735.992363693","448799.916898175","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181226","",
"1103","영화상영업","03_13_03_P","5050000","CDFF5211042018000001","20181224","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 노동동 55-1번지","경상북도 경주시 원효로 110 (노동동)","38158","대왕시네마","20181231145305","U","2019-01-02 02:40:00.0","","399859.732612623","262426.131995784","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181224","",
"1104","영화상영업","03_13_03_P","3560000","CDFF5211042018000002","20181206","","01","영업/정상","13","영업중","","","","","032-565-5660","","","인천광역시 서구 당하동 1098-5번지 홀리랜드","인천광역시 서구 서곶로 788, 홀리랜드 4층 403호 (당하동)","22677","주식회사 무비클릭","20181206125129","I","2018-12-08 02:20:10.0","","171261.418357153","454010.516582032","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181206","",
"1105","영화상영업","03_13_03_P","3590000","CDFF5211042018000003","20181119","","01","영업/정상","13","영업중","","","","","","","","광주광역시 동구 충장로4가 29-2번지 NC 웨이브 충장점","광주광역시 동구 중앙로 163, NC 웨이브 충장점 11층 (충장로4가)","61480","주식회사 좋은친구들","20181119131543","I","2018-11-21 02:36:26.0","","192005.763977","183296.861296","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181119","",
"1106","영화상영업","03_13_03_P","4580000","CDFF5211042018000002","20181213","","01","영업/정상","13","영업중","","","","","","","","충청남도 서천군 장항읍 창선1리 225 장항화원","충청남도 서천군 장항읍 장항로 174-1, 장항화원 2층층","33671","지역영상문화사회적협동조합","20201207084138","U","2020-12-09 02:40:00.0","","172598.932466","278995.001332","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181213","",
"1107","영화상영업","03_13_03_P","5710000","CDFF5211042018000001","20181122","","01","영업/정상","13","영업중","","","","","043-271-3201","","","충청북도 청주시 서원구 사창동 488번지","충청북도 청주시 서원구 1순환로 682 (사창동)","28643","상진개발 주식회사","20181122084216","I","2018-11-24 02:36:51.0","","241110.677802","348029.670122","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181122","",
"1108","영화상영업","03_13_03_P","4220000","CDFF5211042018000001","20181122","","01","영업/정상","13","영업중","","","","","","","","강원도 태백시 황지동 244-3번지 태백시청","강원도 태백시 태붐로 21, 태백시청 (황지동)","26023","태백시청","20181122111330","I","2018-11-24 02:36:51.0","","376345.101821027","408722.421680485","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181122","",
"1109","영화상영업","03_13_03_P","6510000","CDFF5211042018000002","20181122","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 이호이동 257번지","제주특별자치도 제주시 도공로 136 (이호이동)","63108","제주 자동차 극장","20181122135410","I","2018-11-24 02:36:51.0","","150408.025671","40.6162729377","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181122","",
"1110","영화상영업","03_13_03_P","4050000","CDFF5211042018000003","20181214","","01","영업/정상","13","영업중","","","","","031-607-8881","","","경기도 용인시 기흥구 청덕동 556번지 용인테크노밸리","경기도 용인시 기흥구 구성로 357, 용인테크노밸리 지하1층 (청덕동)","16914","이태앤디자인(주) 용인테크노밸리","20181214162431","I","2018-12-16 02:20:18.0","","213057.927567229","421057.235457141","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20181214","",
"1111","영화상영업","03_13_03_P","3940000","CDFF5211042012000003","20121112","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 화정동 973번지 요진타워 705-2호","경기도 고양시 덕양구 화신로260번길 57, 705-2호 (화정동, 요진타워)","412827","주식회사 영화사마당","20121112132253","I","2018-11-03 13:17:14.0","","185166.687145694","459037.825613683","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20121112","",
"1112","영화상영업","03_13_03_P","3940000","CDFF5211042016000001","20160322","","01","영업/정상","13","영업중","","","","","031-939-2224","","","경기도 고양시 일산동구 장항동 869번지","경기도 고양시 일산동구 백마로 195, 8004호 (장항동, 에스케이엠시티오피스텔)","10403","주식회사 아이디어픽쳐스","20160330154953","I","2018-11-03 13:17:14.0","","179708.826286267","461404.803949418","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160322","",
"1113","영화상영업","03_13_03_P","3940000","CDFF5211042016000002","20160726","","01","영업/정상","13","영업중","","","","","070-7612-7366","","","경기도 고양시 덕양구 성사동 704-10번지","경기도 고양시 덕양구 고양대로 1393 (성사동)","10464","(주) 미니픽처스","20160726111853","I","2018-11-03 13:17:14.0","","185721.47330678","461334.816920107","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20160726","",
"1114","영화상영업","03_13_03_P","3130000","CDFF5211042020000002","20090929","","01","영업/정상","13","영업중","","","","","070-7019-0370","","","서울특별시 마포구 연남동 226-29","서울특별시 마포구 성미산로 195, 4층 402호 (연남동)","03981","(주)인디플러그","20201210191751","I","2020-12-12 00:23:07.0","","193468.057882255","451166.472109548","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20090929","",
"1115","영화상영업","03_13_03_P","4520000","CDFF5211042020000001","20201211","","01","영업/정상","13","영업중","","","","","","","","충청남도 아산시 방축동 379","충청남도 아산시 신정호길 46 (방축동)","31558","큐브시네마","20220525094242","U","2022-05-28 02:40:00.0","","","","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20201211","",
"1116","영화상영업","03_13_03_P","4790000","CDFF5211042020000001","20201214","","01","영업/정상","13","영업중","","","","","02-323-1718","","","전라북도 부안군 부안읍 서외리 455-51 부안예술회관","전라북도 부안군 부안읍 예술회관길 11, 부안예술회관","56311","주식회사 댕스코","20201214144808","I","2020-12-16 00:23:06.0","","175149.358645","247177.777632","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20201214","",
"1117","영화상영업","03_13_03_P","4770000","CDFF5211042020000002","20201211","","01","영업/정상","13","영업중","","","","","063-653-7057","","","전라북도 순창군 순창읍 남계리 471 작은 영화관","전라북도 순창군 순창읍 남계로 83, 작은 영화관","56041","(주)포스시네마 순창지사","20201211114455","I","2020-12-13 00:23:06.0","","213084.719648","208297.778565","영화상영업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20201211","",
